disease_target,age_group,target_year,target_month_num,target_season,target_month_sin,target_month_cos,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_3,rolling_5,change_1,last_completed_period,forecast_period,previous_cases,predicted_cases,trend,risk_level,change_percent
"Loạn thần kinh, rối loạn gắn liền với các yếu tố stress và các rối loạn thuộc thân thể - Neurotic, sterss - related and somatoform disorders",Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lác mắt - Strabismus,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lác mắt - Strabismus,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lác mắt - Strabismus,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lác mắt - Strabismus,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lỵ Amip - Amoebiasis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lỵ Amip - Amoebiasis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lỵ Amip - Amoebiasis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Lỵ Amip - Amoebiasis,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Mất thính giác - Hearing loss,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Mất thính giác - Hearing loss,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Một số rối loạn hệ miễn dịch - Certain disorders involving the immune mechanism,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Một số rối loạn hệ miễn dịch - Certain disorders involving the immune mechanism,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Một số rối loạn hệ miễn dịch - Certain disorders involving the immune mechanism,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Một số rối loạn hệ miễn dịch - Certain disorders involving the immune mechanism,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Một số rối loạn hệ miễn dịch - Certain disorders involving the immune mechanism,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nghẽn và huyết khối động mạch - Arterial embolism and thrombosis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nghẽn và huyết khối động mạch - Arterial embolism and thrombosis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nghẽn và huyết khối động mạch - Arterial embolism and thrombosis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nghẽn và huyết khối động mạch - Arterial embolism and thrombosis,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người có nguy cơ liên quan đến bệnh truyền nhiễm - Other persons with potential health hazards related to communicable diseases,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người có nguy cơ liên quan đến bệnh truyền nhiễm - Other persons with potential health hazards related to communicable diseases,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người có nguy cơ liên quan đến bệnh truyền nhiễm - Other persons with potential health hazards related to communicable diseases,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm HIV - Human immuno deficiency virus disease,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm HIV - Human immuno deficiency virus disease,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm HIV - Human immuno deficiency virus disease,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm HIV - Human immuno deficiency virus disease,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn huyết - Septicemia,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn huyết - Septicemia,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn huyết - Septicemia,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn huyết - Septicemia,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn huyết - Septicemia,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn khác lây truyền qua đường tình dục - Other infection with a predominantly sexual mode of transmission,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn não mô cầu - Meningococcal infection,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn và kí sinh vật bẩm sinh - Congenital infectious and parasitic diseases,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm khuẩn đặc hiệu khác thời kỳ chu sinh - Other infectious specific to the perinatal period,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm virut Héc-pét - Herpesviral infections,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm virut Héc-pét - Herpesviral infections,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm virut Héc-pét - Herpesviral infections,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc do tuyến giáp (cường giáp) - Thyrotoxicosis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc do tuyến giáp (cường giáp) - Thyrotoxicosis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc do tuyến giáp (cường giáp) - Thyrotoxicosis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc do tuyến giáp (cường giáp) - Thyrotoxicosis,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhồi máu não - Cerebral infarction,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhồi máu não - Cerebral infarction,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhồi máu não - Cerebral infarction,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhồi máu não - Cerebral infarction,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nhồi máu não - Cerebral infarction,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nấm - Mycoses,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nấm - Mycoses,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nấm - Mycoses,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Nấm - Mycoses,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Quai bị - Mumps,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Quá sản tuyến tiền liệt - Hyperplasia of prostate,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Quá sản tuyến tiền liệt - Hyperplasia of prostate,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn khí sắc - Mood ( affective) disorders.,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn khí sắc - Mood ( affective) disorders.,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn kinh nguyệt - Disorders of menstruation,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn kinh nguyệt - Disorders of menstruation,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và nhân cách khác - Other mental and behavioural disorders,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và nhân cách khác - Other mental and behavioural disorders,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và nhân cách khác - Other mental and behavioural disorders,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và nhân cách khác - Other mental and behavioural disorders,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và nhân cách khác - Other mental and behavioural disorders,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Rối loạn tâm thần và ứng xử liên quan dùng các chất kích thích tâm lí khác - Mental and behavioural disorders due to other psychoactive substances use,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions",Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy dinh dưỡng - Malnutrition,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy thận - Renal failure,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy thận - Renal failure,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy thận - Renal failure,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy thận - Renal failure,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy thận - Renal failure,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy tim - Heart failure,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy tim - Heart failure,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Suy tim - Heart failure,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sán Echinococ - Echinococcosis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sâu răng - Dental caries,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi tiết niệu - Urolithiasis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi tiết niệu - Urolithiasis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi tiết niệu - Urolithiasis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi tiết niệu - Urolithiasis,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sỏi tiết niệu - Urolithiasis,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt Rickettsia - Typhus fever,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt Rickettsia - Typhus fever,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
