disease_target,age_group,target_year,target_month_num,target_season,target_month_sin,target_month_cos,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_3,rolling_5,change_1,last_completed_period,forecast_period,previous_cases,predicted_cases,trend,risk_level,change_percent
Sốt Rickettsia - Typhus fever,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt Rickettsia - Typhus fever,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt không rõ nguyên nhân - Fever of unknown origin,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt không rõ nguyên nhân - Fever of unknown origin,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt không rõ nguyên nhân - Fever of unknown origin,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt không rõ nguyên nhân - Fever of unknown origin,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sứt môi và hở hàm ếch - Cleft lip and cleft palate,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sứt môi và hở hàm ếch - Cleft lip and cleft palate,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sứt môi và hở hàm ếch - Cleft lip and cleft palate,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Sứt môi và hở hàm ếch - Cleft lip and cleft palate,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai biến mạch máu não, không xác định rõ chảy máu hoặc do nhồi máu - Stroke, not specified as haemorrhage or infarction",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai biến mạch máu não, không xác định rõ chảy máu hoặc do nhồi máu - Stroke, not specified as haemorrhage or infarction",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai nạn chết đuối, chết chìm - Accident drowning and submersion",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai nạn chết đuối, chết chìm - Accident drowning and submersion",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai nạn chết đuối, chết chìm - Accident drowning and submersion",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tai nạn do khói, lửa, đám cháy - expossure to smoke, fire and fpames",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với các chất nóng - contact with heat and hot,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn giao thông - Transport accidént,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn giao thông - Transport accidént,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tai nạn ngộ độc do các chất độc - Accident poisoning by and exposure to noxious substances,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thai chậm phát triển, suy dinh dưỡng, rối loạn gắn liền với thai nghén và cân nặng không đủ khi sinh - Slow fetal growth, fetal malnutrition and disorders related to short gestation and low birth weight",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thai chậm phát triển, suy dinh dưỡng, rối loạn gắn liền với thai nghén và cân nặng không đủ khi sinh - Slow fetal growth, fetal malnutrition and disorders related to short gestation and low birth weight",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu máu do thiếu sắt - Iron deficiency anaemia,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu máu do thiếu sắt - Iron deficiency anaemia,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu máu do thiếu sắt - Iron deficiency anaemia,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu máu do thiếu sắt - Iron deficiency anaemia,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu vitamin khác - Other vitamin deficiencies.,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu vitamin khác - Other vitamin deficiencies.,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thiếu vitamin khác - Other vitamin deficiencies.,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thoát vị bẹn - Inguinal hernia,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thoát vị bẹn - Inguinal hernia,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thoát vị bẹn - Inguinal hernia,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thoát vị bẹn - Inguinal hernia,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thuỷ đậu và zôna - Varicella and Zoster,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,1,0,0,0,0.3333333333333333,0.2,-1,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thuỷ đậu và zôna - Varicella and Zoster,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thương hàn, phó thương hàn - Typhoid and paratyphoid fevers",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thương hàn, phó thương hàn - Typhoid and paratyphoid fevers",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương trong sọ - Intracranial injury,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương trong sọ - Intracranial injury,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương trong sọ - Intracranial injury,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương trong sọ - Intracranial injury,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương trong sọ - Intracranial injury,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương ở mắt và hốc mắt - Injury of eye and orbit,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương ở mắt và hốc mắt - Injury of eye and orbit,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thương tổn do chấn thương ở mắt và hốc mắt - Injury of eye and orbit,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thấp khớp cấp - Acute rheumatic heart disease,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thấp khớp cấp - Acute rheumatic heart disease,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Thấp khớp cấp - Acute rheumatic heart disease,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thừa bao qui đầu, hẹp và nghẹt bao qui đầu - Redundant prepuce, phimosis and paraphimosis",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Thừa bao qui đầu, hẹp và nghẹt bao qui đầu - Redundant prepuce, phimosis and paraphimosis",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,2,0,0,0,0.6666666666666666,0.4,-2,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tinh hoàn lạc chỗ - Undescended testicle,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tinh hoàn lạc chỗ - Undescended testicle,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tinh hoàn lạc chỗ - Undescended testicle,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tinh hoàn lạc chỗ - Undescended testicle,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tinh hoàn lạc chỗ - Undescended testicle,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tràn dịch tinh mạc, u nang tinh dịch - Hydrocele and spermatocele",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tràn dịch tinh mạc, u nang tinh dịch - Hydrocele and spermatocele",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tràn dịch tinh mạc, u nang tinh dịch - Hydrocele and spermatocele",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tràn dịch tinh mạc, u nang tinh dịch - Hydrocele and spermatocele",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Trật đốt sống cổ và các đốt sống khác - Cervical and other interverbral disc disorders,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tác hại của các chất có nguồn gốc chủ yếu không phải thuốc - Toxic effects of substances chiefly nonmedical as to source,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tác hại của các chất có nguồn gốc chủ yếu không phải thuốc - Toxic effects of substances chiefly nonmedical as to source,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tác hại của các chất có nguồn gốc chủ yếu không phải thuốc - Toxic effects of substances chiefly nonmedical as to source,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tác hại của các chất có nguồn gốc chủ yếu không phải thuốc - Toxic effects of substances chiefly nonmedical as to source,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tâm thần phân liệt, rối loạn dạng phân liệt và hoang tưởng - Schizophrenia, schiztypal and delusional disorders",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tâm thần phân liệt, rối loạn dạng phân liệt và hoang tưởng - Schizophrenia, schiztypal and delusional disorders",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tâm thần phân liệt, rối loạn dạng phân liệt và hoang tưởng - Schizophrenia, schiztypal and delusional disorders",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tâm thần phân liệt, rối loạn dạng phân liệt và hoang tưởng - Schizophrenia, schiztypal and delusional disorders",Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tăng huyết áp nguyên phát - Essential (primary) hypertension,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tăng huyết áp nguyên phát - Essential (primary) hypertension,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tăng huyết áp nguyên phát - Essential (primary) hypertension,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tăng huyết áp nguyên phát - Essential (primary) hypertension,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tăng huyết áp nguyên phát - Essential (primary) hypertension,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Tả - Cholera,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tật khúc xạ, các rối loạn điều tiết - Disorders of refraction and accomodation",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tật khúc xạ, các rối loạn điều tiết - Disorders of refraction and accomodation",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",Kh?ng r?,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
